"fullpath","name","extension","size","type","level","creation_date","modification_date","created_by","last_edited_by"
"C:\Users\abc_0\Documents\Temp\Data\N45E002.hgt","N45E002.hgt",".hgt","25934402","file","2","22/01/2024 13:56:55","22/01/2024 13:56:56",,
"C:\Users\abc_0\Documents\Temp\Data\N45E002.hgt.aux.xml","N45E002.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45E003.hgt","N45E003.hgt",".hgt","25934402","file","2","22/01/2024 13:56:59","22/01/2024 13:56:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45E003.hgt.aux.xml","N45E003.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45E004.hgt","N45E004.hgt",".hgt","25934402","file","2","22/01/2024 13:56:56","22/01/2024 13:56:57",,
"C:\Users\abc_0\Documents\Temp\Data\N45E004.hgt.aux.xml","N45E004.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45E005.hgt","N45E005.hgt",".hgt","25934402","file","2","22/01/2024 13:57:01","22/01/2024 13:57:02",,
"C:\Users\abc_0\Documents\Temp\Data\N45E005.hgt.aux.xml","N45E005.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45E006.hgt","N45E006.hgt",".hgt","25934402","file","2","22/01/2024 13:56:57","22/01/2024 13:56:57",,
"C:\Users\abc_0\Documents\Temp\Data\N45E006.hgt.aux.xml","N45E006.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45E007.hgt","N45E007.hgt",".hgt","25934402","file","2","22/01/2024 13:56:58","22/01/2024 13:56:58",,
"C:\Users\abc_0\Documents\Temp\Data\N45E007.hgt.aux.xml","N45E007.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45E008.hgt","N45E008.hgt",".hgt","25934402","file","2","22/01/2024 13:57:03","22/01/2024 13:57:04",,
"C:\Users\abc_0\Documents\Temp\Data\N45E008.hgt.aux.xml","N45E008.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45E009.hgt","N45E009.hgt",".hgt","25934402","file","2","22/01/2024 13:57:02","22/01/2024 13:57:02",,
"C:\Users\abc_0\Documents\Temp\Data\N45E009.hgt.aux.xml","N45E009.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45E010.hgt","N45E010.hgt",".hgt","25934402","file","2","22/01/2024 13:57:05","22/01/2024 13:57:06",,
"C:\Users\abc_0\Documents\Temp\Data\N45E010.hgt.aux.xml","N45E010.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45E011.hgt","N45E011.hgt",".hgt","25934402","file","2","22/01/2024 13:57:05","22/01/2024 13:57:05",,
"C:\Users\abc_0\Documents\Temp\Data\N45E011.hgt.aux.xml","N45E011.hgt.aux.xml",".xml","475","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45E012.hgt","N45E012.hgt",".hgt","25934402","file","2","22/01/2024 13:57:03","22/01/2024 13:57:03",,
"C:\Users\abc_0\Documents\Temp\Data\N45E012.hgt.aux.xml","N45E012.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45E013.hgt","N45E013.hgt",".hgt","25934402","file","2","22/01/2024 13:57:08","22/01/2024 13:57:08",,
"C:\Users\abc_0\Documents\Temp\Data\N45E013.hgt.aux.xml","N45E013.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45E014.hgt","N45E014.hgt",".hgt","25934402","file","2","22/01/2024 13:57:10","22/01/2024 13:57:11",,
"C:\Users\abc_0\Documents\Temp\Data\N45E014.hgt.aux.xml","N45E014.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45E015.hgt","N45E015.hgt",".hgt","25934402","file","2","22/01/2024 13:57:09","22/01/2024 13:57:10",,
"C:\Users\abc_0\Documents\Temp\Data\N45E015.hgt.aux.xml","N45E015.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45W001.hgt","N45W001.hgt",".hgt","25934402","file","2","22/01/2024 13:56:52","22/01/2024 13:56:52",,
"C:\Users\abc_0\Documents\Temp\Data\N45W001.hgt.aux.xml","N45W001.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N45W002.hgt","N45W002.hgt",".hgt","25934402","file","2","22/01/2024 13:56:49","22/01/2024 13:56:49",,
"C:\Users\abc_0\Documents\Temp\Data\N45W002.hgt.aux.xml","N45W002.hgt.aux.xml",".xml","476","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E000.hgt","N46E000.hgt",".hgt","25934402","file","2","22/01/2024 13:57:15","22/01/2024 13:57:15",,
"C:\Users\abc_0\Documents\Temp\Data\N46E000.hgt.aux.xml","N46E000.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E001.hgt","N46E001.hgt",".hgt","25934402","file","2","22/01/2024 13:57:14","22/01/2024 13:57:14",,
"C:\Users\abc_0\Documents\Temp\Data\N46E001.hgt.aux.xml","N46E001.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E002.hgt","N46E002.hgt",".hgt","25934402","file","2","22/01/2024 13:57:17","22/01/2024 13:57:17",,
"C:\Users\abc_0\Documents\Temp\Data\N46E002.hgt.aux.xml","N46E002.hgt.aux.xml",".xml","476","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E003.hgt","N46E003.hgt",".hgt","25934402","file","2","22/01/2024 13:57:16","22/01/2024 13:57:16",,
"C:\Users\abc_0\Documents\Temp\Data\N46E003.hgt.aux.xml","N46E003.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E004.hgt","N46E004.hgt",".hgt","25934402","file","2","22/01/2024 13:57:18","22/01/2024 13:57:19",,
"C:\Users\abc_0\Documents\Temp\Data\N46E004.hgt.aux.xml","N46E004.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E005.hgt","N46E005.hgt",".hgt","25934402","file","2","22/01/2024 13:57:20","22/01/2024 13:57:20",,
"C:\Users\abc_0\Documents\Temp\Data\N46E005.hgt.aux.xml","N46E005.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E006.hgt","N46E006.hgt",".hgt","25934402","file","2","22/01/2024 13:57:21","22/01/2024 13:57:21",,
"C:\Users\abc_0\Documents\Temp\Data\N46E006.hgt.aux.xml","N46E006.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E007.hgt","N46E007.hgt",".hgt","25934402","file","2","22/01/2024 13:57:22","22/01/2024 13:57:23",,
"C:\Users\abc_0\Documents\Temp\Data\N46E007.hgt.aux.xml","N46E007.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E008.hgt","N46E008.hgt",".hgt","25934402","file","2","22/01/2024 13:57:25","22/01/2024 13:57:26",,
"C:\Users\abc_0\Documents\Temp\Data\N46E008.hgt.aux.xml","N46E008.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E009.hgt","N46E009.hgt",".hgt","25934402","file","2","22/01/2024 13:57:24","22/01/2024 13:57:25",,
"C:\Users\abc_0\Documents\Temp\Data\N46E009.hgt.aux.xml","N46E009.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E010.hgt","N46E010.hgt",".hgt","25934402","file","2","22/01/2024 13:57:27","22/01/2024 13:57:27",,
"C:\Users\abc_0\Documents\Temp\Data\N46E010.hgt.aux.xml","N46E010.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E011.hgt","N46E011.hgt",".hgt","25934402","file","2","22/01/2024 13:57:28","22/01/2024 13:57:29",,
"C:\Users\abc_0\Documents\Temp\Data\N46E011.hgt.aux.xml","N46E011.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E012.hgt","N46E012.hgt",".hgt","25934402","file","2","22/01/2024 13:57:33","22/01/2024 13:57:33",,
"C:\Users\abc_0\Documents\Temp\Data\N46E012.hgt.aux.xml","N46E012.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E013.hgt","N46E013.hgt",".hgt","25934402","file","2","22/01/2024 13:57:30","22/01/2024 13:57:30",,
"C:\Users\abc_0\Documents\Temp\Data\N46E013.hgt.aux.xml","N46E013.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E014.hgt","N46E014.hgt",".hgt","25934402","file","2","22/01/2024 13:57:34","22/01/2024 13:57:35",,
"C:\Users\abc_0\Documents\Temp\Data\N46E014.hgt.aux.xml","N46E014.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46E015.hgt","N46E015.hgt",".hgt","25934402","file","2","22/01/2024 13:57:32","22/01/2024 13:57:32",,
"C:\Users\abc_0\Documents\Temp\Data\N46E015.hgt.aux.xml","N46E015.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46W001.hgt","N46W001.hgt",".hgt","25934402","file","2","22/01/2024 13:57:13","22/01/2024 13:57:13",,
"C:\Users\abc_0\Documents\Temp\Data\N46W001.hgt.aux.xml","N46W001.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46W002.hgt","N46W002.hgt",".hgt","25934402","file","2","22/01/2024 13:57:12","22/01/2024 13:57:12",,
"C:\Users\abc_0\Documents\Temp\Data\N46W002.hgt.aux.xml","N46W002.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N46W003.hgt","N46W003.hgt",".hgt","25934402","file","2","22/01/2024 13:57:09","22/01/2024 13:57:09",,
"C:\Users\abc_0\Documents\Temp\Data\N46W003.hgt.aux.xml","N46W003.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E000.hgt","N47E000.hgt",".hgt","25934402","file","2","22/01/2024 13:57:40","22/01/2024 13:57:40",,
"C:\Users\abc_0\Documents\Temp\Data\N47E000.hgt.aux.xml","N47E000.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E001.hgt","N47E001.hgt",".hgt","25934402","file","2","22/01/2024 13:57:43","22/01/2024 13:57:43",,
"C:\Users\abc_0\Documents\Temp\Data\N47E001.hgt.aux.xml","N47E001.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E002.hgt","N47E002.hgt",".hgt","25934402","file","2","22/01/2024 13:57:41","22/01/2024 13:57:41",,
"C:\Users\abc_0\Documents\Temp\Data\N47E002.hgt.aux.xml","N47E002.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E003.hgt","N47E003.hgt",".hgt","25934402","file","2","22/01/2024 13:57:46","22/01/2024 13:57:46",,
"C:\Users\abc_0\Documents\Temp\Data\N47E003.hgt.aux.xml","N47E003.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E004.hgt","N47E004.hgt",".hgt","25934402","file","2","22/01/2024 13:57:47","22/01/2024 13:57:47",,
"C:\Users\abc_0\Documents\Temp\Data\N47E004.hgt.aux.xml","N47E004.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E005.hgt","N47E005.hgt",".hgt","25934402","file","2","22/01/2024 13:57:45","22/01/2024 13:57:45",,
"C:\Users\abc_0\Documents\Temp\Data\N47E005.hgt.aux.xml","N47E005.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E006.hgt","N47E006.hgt",".hgt","25934402","file","2","22/01/2024 13:57:48","22/01/2024 13:57:48",,
"C:\Users\abc_0\Documents\Temp\Data\N47E006.hgt.aux.xml","N47E006.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E007.hgt","N47E007.hgt",".hgt","25934402","file","2","22/01/2024 13:57:49","22/01/2024 13:57:50",,
"C:\Users\abc_0\Documents\Temp\Data\N47E007.hgt.aux.xml","N47E007.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E008.hgt","N47E008.hgt",".hgt","25934402","file","2","22/01/2024 13:57:52","22/01/2024 13:57:52",,
"C:\Users\abc_0\Documents\Temp\Data\N47E008.hgt.aux.xml","N47E008.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E009.hgt","N47E009.hgt",".hgt","25934402","file","2","22/01/2024 13:57:53","22/01/2024 13:57:53",,
"C:\Users\abc_0\Documents\Temp\Data\N47E009.hgt.aux.xml","N47E009.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E010.hgt","N47E010.hgt",".hgt","25934402","file","2","22/01/2024 13:57:54","22/01/2024 13:57:55",,
"C:\Users\abc_0\Documents\Temp\Data\N47E010.hgt.aux.xml","N47E010.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E011.hgt","N47E011.hgt",".hgt","25934402","file","2","22/01/2024 13:57:57","22/01/2024 13:57:57",,
"C:\Users\abc_0\Documents\Temp\Data\N47E011.hgt.aux.xml","N47E011.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E012.hgt","N47E012.hgt",".hgt","25934402","file","2","22/01/2024 13:58:05","22/01/2024 13:58:05",,
"C:\Users\abc_0\Documents\Temp\Data\N47E012.hgt.aux.xml","N47E012.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E013.hgt","N47E013.hgt",".hgt","25934402","file","2","22/01/2024 13:58:01","22/01/2024 13:58:01",,
"C:\Users\abc_0\Documents\Temp\Data\N47E013.hgt.aux.xml","N47E013.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E014.hgt","N47E014.hgt",".hgt","25934402","file","2","22/01/2024 13:57:56","22/01/2024 13:57:56",,
"C:\Users\abc_0\Documents\Temp\Data\N47E014.hgt.aux.xml","N47E014.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47E015.hgt","N47E015.hgt",".hgt","25934402","file","2","22/01/2024 13:57:58","22/01/2024 13:57:58",,
"C:\Users\abc_0\Documents\Temp\Data\N47E015.hgt.aux.xml","N47E015.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47W001.hgt","N47W001.hgt",".hgt","25934402","file","2","22/01/2024 13:57:38","22/01/2024 13:57:39",,
"C:\Users\abc_0\Documents\Temp\Data\N47W001.hgt.aux.xml","N47W001.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47W002.hgt","N47W002.hgt",".hgt","25934402","file","2","22/01/2024 13:57:37","22/01/2024 13:57:37",,
"C:\Users\abc_0\Documents\Temp\Data\N47W002.hgt.aux.xml","N47W002.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47W003.hgt","N47W003.hgt",".hgt","25934402","file","2","22/01/2024 13:57:38","22/01/2024 13:57:38",,
"C:\Users\abc_0\Documents\Temp\Data\N47W003.hgt.aux.xml","N47W003.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47W004.hgt","N47W004.hgt",".hgt","25934402","file","2","22/01/2024 13:57:36","22/01/2024 13:57:36",,
"C:\Users\abc_0\Documents\Temp\Data\N47W004.hgt.aux.xml","N47W004.hgt.aux.xml",".xml","476","file","2","23/01/2024 12:04:59","23/01/2024 12:04:59",,
"C:\Users\abc_0\Documents\Temp\Data\N47W005.hgt","N47W005.hgt",".hgt","25934402","file","2","22/01/2024 13:57:34","22/01/2024 13:57:34",,
"C:\Users\abc_0\Documents\Temp\Data\N47W005.hgt.aux.xml","N47W005.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E000.hgt","N48E000.hgt",".hgt","25934402","file","2","22/01/2024 13:58:09","22/01/2024 13:58:10",,
"C:\Users\abc_0\Documents\Temp\Data\N48E000.hgt.aux.xml","N48E000.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E001.hgt","N48E001.hgt",".hgt","25934402","file","2","22/01/2024 13:58:07","22/01/2024 13:58:07",,
"C:\Users\abc_0\Documents\Temp\Data\N48E001.hgt.aux.xml","N48E001.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E002.hgt","N48E002.hgt",".hgt","25934402","file","2","22/01/2024 13:58:12","22/01/2024 13:58:12",,
"C:\Users\abc_0\Documents\Temp\Data\N48E002.hgt.aux.xml","N48E002.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E003.hgt","N48E003.hgt",".hgt","25934402","file","2","22/01/2024 13:58:11","22/01/2024 13:58:12",,
"C:\Users\abc_0\Documents\Temp\Data\N48E003.hgt.aux.xml","N48E003.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E004.hgt","N48E004.hgt",".hgt","25934402","file","2","22/01/2024 13:58:15","22/01/2024 13:58:15",,
"C:\Users\abc_0\Documents\Temp\Data\N48E004.hgt.aux.xml","N48E004.hgt.aux.xml",".xml","476","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E005.hgt","N48E005.hgt",".hgt","25934402","file","2","22/01/2024 13:58:17","22/01/2024 13:58:17",,
"C:\Users\abc_0\Documents\Temp\Data\N48E005.hgt.aux.xml","N48E005.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E006.hgt","N48E006.hgt",".hgt","25934402","file","2","22/01/2024 13:58:18","22/01/2024 13:58:18",,
"C:\Users\abc_0\Documents\Temp\Data\N48E006.hgt.aux.xml","N48E006.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E007.hgt","N48E007.hgt",".hgt","25934402","file","2","22/01/2024 13:58:16","22/01/2024 13:58:16",,
"C:\Users\abc_0\Documents\Temp\Data\N48E007.hgt.aux.xml","N48E007.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E008.hgt","N48E008.hgt",".hgt","25934402","file","2","22/01/2024 13:58:20","22/01/2024 13:58:20",,
"C:\Users\abc_0\Documents\Temp\Data\N48E008.hgt.aux.xml","N48E008.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E009.hgt","N48E009.hgt",".hgt","25934402","file","2","22/01/2024 13:58:19","22/01/2024 13:58:19",,
"C:\Users\abc_0\Documents\Temp\Data\N48E009.hgt.aux.xml","N48E009.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E010.hgt","N48E010.hgt",".hgt","25934402","file","2","22/01/2024 13:58:24","22/01/2024 13:58:24",,
"C:\Users\abc_0\Documents\Temp\Data\N48E010.hgt.aux.xml","N48E010.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E011.hgt","N48E011.hgt",".hgt","25934402","file","2","22/01/2024 13:58:23","22/01/2024 13:58:23",,
"C:\Users\abc_0\Documents\Temp\Data\N48E011.hgt.aux.xml","N48E011.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E012.hgt","N48E012.hgt",".hgt","25934402","file","2","22/01/2024 13:58:25","22/01/2024 13:58:25",,
"C:\Users\abc_0\Documents\Temp\Data\N48E012.hgt.aux.xml","N48E012.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E013.hgt","N48E013.hgt",".hgt","25934402","file","2","22/01/2024 13:58:26","22/01/2024 13:58:27",,
"C:\Users\abc_0\Documents\Temp\Data\N48E013.hgt.aux.xml","N48E013.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E014.hgt","N48E014.hgt",".hgt","25934402","file","2","22/01/2024 13:58:32","22/01/2024 13:58:32",,
"C:\Users\abc_0\Documents\Temp\Data\N48E014.hgt.aux.xml","N48E014.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48E015.hgt","N48E015.hgt",".hgt","25934402","file","2","22/01/2024 13:58:28","22/01/2024 13:58:28",,
"C:\Users\abc_0\Documents\Temp\Data\N48E015.hgt.aux.xml","N48E015.hgt.aux.xml",".xml","479","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48W001.hgt","N48W001.hgt",".hgt","25934402","file","2","22/01/2024 13:58:10","22/01/2024 13:58:10",,
"C:\Users\abc_0\Documents\Temp\Data\N48W001.hgt.aux.xml","N48W001.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48W002.hgt","N48W002.hgt",".hgt","25934402","file","2","22/01/2024 13:58:08","22/01/2024 13:58:08",,
"C:\Users\abc_0\Documents\Temp\Data\N48W002.hgt.aux.xml","N48W002.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48W003.hgt","N48W003.hgt",".hgt","25934402","file","2","22/01/2024 13:58:04","22/01/2024 13:58:04",,
"C:\Users\abc_0\Documents\Temp\Data\N48W003.hgt.aux.xml","N48W003.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48W004.hgt","N48W004.hgt",".hgt","25934402","file","2","22/01/2024 13:58:02","22/01/2024 13:58:02",,
"C:\Users\abc_0\Documents\Temp\Data\N48W004.hgt.aux.xml","N48W004.hgt.aux.xml",".xml","476","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48W005.hgt","N48W005.hgt",".hgt","25934402","file","2","22/01/2024 13:58:03","22/01/2024 13:58:03",,
"C:\Users\abc_0\Documents\Temp\Data\N48W005.hgt.aux.xml","N48W005.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48W006.hgt","N48W006.hgt",".hgt","25934402","file","2","22/01/2024 13:57:59","22/01/2024 13:58:00",,
"C:\Users\abc_0\Documents\Temp\Data\N48W006.hgt.aux.xml","N48W006.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N49E000.hgt","N49E000.hgt",".hgt","25934402","file","2","22/01/2024 13:58:38","22/01/2024 13:58:38",,
"C:\Users\abc_0\Documents\Temp\Data\N49E000.hgt.aux.xml","N49E000.hgt.aux.xml",".xml","478","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N49E001.hgt","N49E001.hgt",".hgt","25934402","file","2","22/01/2024 13:58:37","22/01/2024 13:58:37",,
"C:\Users\abc_0\Documents\Temp\Data\N49E001.hgt.aux.xml","N49E001.hgt.aux.xml",".xml","477","file","2","23/01/2024 12:05:00","23/01/2024 12:05:00",,
"C:\Users\abc_0\Documents\Temp\Data\N49E002.hgt","N49E002.hgt",".hgt","25934402","file","2","22/01/2024 13:58:40","22/01/2024 13:58:40",,
